"anno","nuts","zs","mm_prod"
1961,"ITC11",600,390.9599914550781
1962,"ITC11",600,297
1963,"ITC11",600,354.239990234375
1964,"ITC11",600,326.1600036621094
1965,"ITC11",600,278.6400146484375
1966,"ITC11",600,299.1600036621094
1967,"ITC11",600,355.32000732421875
1968,"ITC11",600,340.20001220703125
1969,"ITC11",600,357.4800109863281
1970,"ITC11",600,541.08001708984375
1971,"ITC11",600,288.3599853515625
1972,"ITC11",600,358.55999755859375
1973,"ITC11",600,167.39999389648438
1974,"ITC11",600,16.200000762939453
1975,"ITC11",600,286.20001220703125
1976,"ITC11",600,345.6000061035156
1977,"ITC11",600,268.9200134277344
1978,"ITC11",600,327.239990234375
1979,"ITC11",600,335.8800048828125
1980,"ITC11",600,402.8399963378906
1981,"ITC11",600,318.6000061035156
1982,"ITC11",600,349.9200134277344
1983,"ITC11",600,326.1600036621094
1984,"ITC11",600,341.2799987792969
1985,"ITC11",600,320.760009765625
1986,"ITC11",600,348.8399963378906
1987,"ITC11",600,177.1199951171875
1988,"ITC11",600,176.0399932861328
1989,"ITC11",600,357.4800109863281
1990,"ITC11",600,327.239990234375
1991,"ITC11",600,301.32000732421875
1992,"ITC11",600,392.0400085449219
1993,"ITC11",600,401.760009765625
1994,"ITC11",600,302.3999938964844
1995,"ITC11",600,312.1199951171875
1996,"ITC11",600,369.3599853515625
1997,"ITC11",600,84.23999786376953
1998,"ITC11",600,336.9599914550781
1999,"ITC11",600,333.7200012207031
2000,"ITC11",600,389.8800048828125
2001,"ITC11",600,342.3599853515625
2002,"ITC11",600,335.8800048828125
2003,"ITC11",600,321.8399963378906
2004,"ITC11",600,367.20001220703125
2005,"ITC11",600,396.3599853515625
2006,"ITC11",600,131.75999450683594
2007,"ITC11",600,254.8800048828125
2008,"ITC11",600,333.7200012207031
2009,"ITC11",600,471.9599914550781
2010,"ITC11",600,360.7200012207031
2011,"ITC11",600,352.0799865722656
2012,"ITC11",600,355.32000732421875
2013,"ITC11",600,45.36000061035156
2014,"ITC11",600,125.27999877929688
1961,"ITC11",700,352.0799865722656
1962,"ITC11",700,321.8399963378906
1963,"ITC11",700,384.4800109863281
1964,"ITC11",700,335.8800048828125
1965,"ITC11",700,267.8399963378906
1966,"ITC11",700,308.8800048828125
1967,"ITC11",700,354.239990234375
1968,"ITC11",700,318.6000061035156
1969,"ITC11",700,336.9599914550781
1970,"ITC11",700,351
1971,"ITC11",700,293.760009765625
1972,"ITC11",700,387.7200012207031
1973,"ITC11",700,184.67999267578125
1974,"ITC11",700,38.880001068115234
1975,"ITC11",700,355.32000732421875
1976,"ITC11",700,347.760009765625
1977,"ITC11",700,292.67999267578125
1978,"ITC11",700,313.20001220703125
1979,"ITC11",700,313.20001220703125
1980,"ITC11",700,387.7200012207031
1981,"ITC11",700,319.67999267578125
1982,"ITC11",700,345.6000061035156
1983,"ITC11",700,308.8800048828125
1984,"ITC11",700,341.2799987792969
1985,"ITC11",700,309.9599914550781
1986,"ITC11",700,353.1600036621094
1987,"ITC11",700,238.67999267578125
1988,"ITC11",700,167.39999389648438
1989,"ITC11",700,357.4800109863281
1990,"ITC11",700,316.44000244140625
1991,"ITC11",700,349.9200134277344
1992,"ITC11",700,340.20001220703125
1993,"ITC11",700,356.3999938964844
1994,"ITC11",700,362.8800048828125
1995,"ITC11",700,307.79998779296875
1996,"ITC11",700,358.55999755859375
1997,"ITC11",700,221.39999389648438
1998,"ITC11",700,332.6400146484375
1999,"ITC11",700,353.1600036621094
2000,"ITC11",700,362.8800048828125
2001,"ITC11",700,340.20001220703125
2002,"ITC11",700,340.20001220703125
2003,"ITC11",700,331.55999755859375
2004,"ITC11",700,386.6400146484375
2005,"ITC11",700,406.0799865722656
2006,"ITC11",700,116.63999938964844
2007,"ITC11",700,386.6400146484375
2008,"ITC11",700,317.5199890136719
2009,"ITC11",700,359.6400146484375
2010,"ITC11",700,363.9599914550781
2011,"ITC11",700,343.44000244140625
2012,"ITC11",700,345.6000061035156
2013,"ITC11",700,116.63999938964844
2014,"ITC11",700,88.55999755859375
1961,"ITC11",800,345.6000061035156
1962,"ITC11",800,285.1199951171875
1963,"ITC11",800,340.20001220703125
1964,"ITC11",800,320.760009765625
1965,"ITC11",800,291.6000061035156
1966,"ITC11",800,280.79998779296875
1967,"ITC11",800,351
1968,"ITC11",800,320.760009765625
1969,"ITC11",800,338.0400085449219
1970,"ITC11",800,342.3599853515625
1971,"ITC11",800,297
1972,"ITC11",800,332.6400146484375
1973,"ITC11",800,211.67999267578125
1974,"ITC11",800,78.839996337890625
1975,"ITC11",800,315.3599853515625
1976,"ITC11",800,333.7200012207031
1977,"ITC11",800,241.9199981689453
1978,"ITC11",800,250.55999755859375
1979,"ITC11",800,339.1199951171875
1980,"ITC11",800,376.9200134277344
1981,"ITC11",800,311.0400085449219
1982,"ITC11",800,346.67999267578125
1983,"ITC11",800,280.79998779296875
1984,"ITC11",800,333.7200012207031
1985,"ITC11",800,307.79998779296875
1986,"ITC11",800,346.67999267578125
1987,"ITC11",800,336.9599914550781
1988,"ITC11",800,254.8800048828125
1989,"ITC11",800,358.55999755859375
1990,"ITC11",800,295.9200134277344
1991,"ITC11",800,335.8800048828125
1992,"ITC11",800,347.760009765625
1993,"ITC11",800,355.32000732421875
1994,"ITC11",800,366.1199951171875
1995,"ITC11",800,326.1600036621094
1996,"ITC11",800,352.0799865722656
1997,"ITC11",800,277.55999755859375
1998,"ITC11",800,317.5199890136719
1999,"ITC11",800,347.760009765625
2000,"ITC11",800,385.55999755859375
2001,"ITC11",800,345.6000061035156
2002,"ITC11",800,328.32000732421875
2003,"ITC11",800,324
2004,"ITC11",800,353.1600036621094
2005,"ITC11",800,434.1600036621094
2006,"ITC11",800,116.63999938964844
2007,"ITC11",800,356.3999938964844
2008,"ITC11",800,300.239990234375
2009,"ITC11",800,356.3999938964844
2010,"ITC11",800,360.7200012207031
2011,"ITC11",800,313.20001220703125
2012,"ITC11",800,346.67999267578125
2013,"ITC11",800,101.5199966430664
2014,"ITC11",800,227.8800048828125
1961,"ITC11",900,306.7200012207031
1962,"ITC11",900,300.239990234375
1963,"ITC11",900,319.67999267578125
1964,"ITC11",900,327.239990234375
1965,"ITC11",900,267.8399963378906
1966,"ITC11",900,301.32000732421875
1967,"ITC11",900,347.760009765625
1968,"ITC11",900,324
1969,"ITC11",900,330.4800109863281
1970,"ITC11",900,352.0799865722656
1971,"ITC11",900,266.760009765625
1972,"ITC11",900,357.4800109863281
1973,"ITC11",900,347.760009765625
1974,"ITC11",900,153.36000061035156
1975,"ITC11",900,333.7200012207031
1976,"ITC11",900,335.8800048828125
1977,"ITC11",900,276.4800109863281
1978,"ITC11",900,270
1979,"ITC11",900,324
1980,"ITC11",900,379.0799865722656
1981,"ITC11",900,325.0799865722656
1982,"ITC11",900,325.0799865722656
1983,"ITC11",900,286.20001220703125
1984,"ITC11",900,341.2799987792969
1985,"ITC11",900,321.8399963378906
1986,"ITC11",900,344.5199890136719
1987,"ITC11",900,307.79998779296875
1988,"ITC11",900,348.8399963378906
1989,"ITC11",900,361.79998779296875
1990,"ITC11",900,308.8800048828125
1991,"ITC11",900,328.32000732421875
1992,"ITC11",900,343.44000244140625
1993,"ITC11",900,330.4800109863281
1994,"ITC11",900,363.9599914550781
1995,"ITC11",900,312.1199951171875
1996,"ITC11",900,368.2799987792969
1997,"ITC11",900,204.1199951171875
1998,"ITC11",900,338.0400085449219
1999,"ITC11",900,338.0400085449219
2000,"ITC11",900,348.8399963378906
2001,"ITC11",900,339.1199951171875
2002,"ITC11",900,334.79998779296875
2003,"ITC11",900,273.239990234375
2004,"ITC11",900,362.8800048828125
2005,"ITC11",900,435.239990234375
2006,"ITC11",900,220.32000732421875
2007,"ITC11",900,402.8399963378906
2008,"ITC11",900,287.2799987792969
2009,"ITC11",900,353.1600036621094
2010,"ITC11",900,401.760009765625
2011,"ITC11",900,336.9599914550781
2012,"ITC11",900,348.8399963378906
2013,"ITC11",900,208.44000244140625
2014,"ITC11",900,343.44000244140625
1961,"ITC11",1000,325.0799865722656
1962,"ITC11",1000,292.67999267578125
1963,"ITC11",1000,317.5199890136719
1964,"ITC11",1000,318.6000061035156
1965,"ITC11",1000,280.79998779296875
1966,"ITC11",1000,278.6400146484375
1967,"ITC11",1000,305.6400146484375
1968,"ITC11",1000,299.1600036621094
1969,"ITC11",1000,316.44000244140625
1970,"ITC11",1000,336.9599914550781
1971,"ITC11",1000,221.39999389648438
1972,"ITC11",1000,335.8800048828125
1973,"ITC11",1000,249.47999572753906
1974,"ITC11",1000,174.9600067138672
1975,"ITC11",1000,295.9200134277344
1976,"ITC11",1000,330.4800109863281
1977,"ITC11",1000,226.8000030517578
1978,"ITC11",1000,241.9199981689453
1979,"ITC11",1000,288.3599853515625
1980,"ITC11",1000,359.6400146484375
1981,"ITC11",1000,304.55999755859375
1982,"ITC11",1000,311.0400085449219
1983,"ITC11",1000,267.8399963378906
1984,"ITC11",1000,318.6000061035156
1985,"ITC11",1000,284.0400085449219
1986,"ITC11",1000,347.760009765625
1987,"ITC11",1000,288.3599853515625
1988,"ITC11",1000,326.1600036621094
1989,"ITC11",1000,362.8800048828125
1990,"ITC11",1000,281.8800048828125
1991,"ITC11",1000,297
1992,"ITC11",1000,338.0400085449219
1993,"ITC11",1000,248.39999389648438
1994,"ITC11",1000,344.5199890136719
1995,"ITC11",1000,265.67999267578125
1996,"ITC11",1000,365.0400085449219
1997,"ITC11",1000,250.55999755859375
1998,"ITC11",1000,319.67999267578125
1999,"ITC11",1000,306.7200012207031
2000,"ITC11",1000,331.55999755859375
2001,"ITC11",1000,334.79998779296875
2002,"ITC11",1000,304.55999755859375
2003,"ITC11",1000,273.239990234375
2004,"ITC11",1000,305.6400146484375
2005,"ITC11",1000,331.55999755859375
2006,"ITC11",1000,193.32000732421875
2007,"ITC11",1000,352.0799865722656
2008,"ITC11",1000,216
2009,"ITC11",1000,340.20001220703125
2010,"ITC11",1000,354.239990234375
2011,"ITC11",1000,300.239990234375
2012,"ITC11",1000,349.9200134277344
2013,"ITC11",1000,209.52000427246094
2014,"ITC11",1000,196.55999755859375
1961,"ITC11",1100,354.239990234375
1962,"ITC11",1100,265.67999267578125
1963,"ITC11",1100,338.0400085449219
1964,"ITC11",1100,332.6400146484375
1965,"ITC11",1100,240.83999633789062
1966,"ITC11",1100,232.1999969482422
1967,"ITC11",1100,275.3999938964844
1968,"ITC11",1100,265.67999267578125
1969,"ITC11",1100,295.9200134277344
1970,"ITC11",1100,354.239990234375
1971,"ITC11",1100,205.1999969482422
1972,"ITC11",1100,325.0799865722656
1973,"ITC11",1100,281.8800048828125
1974,"ITC11",1100,263.5199890136719
1975,"ITC11",1100,268.9200134277344
1976,"ITC11",1100,355.32000732421875
1977,"ITC11",1100,253.8000030517578
1978,"ITC11",1100,268.9200134277344
1979,"ITC11",1100,304.55999755859375
1980,"ITC11",1100,333.7200012207031
1981,"ITC11",1100,306.7200012207031
1982,"ITC11",1100,343.44000244140625
1983,"ITC11",1100,293.760009765625
1984,"ITC11",1100,317.5199890136719
1985,"ITC11",1100,285.1199951171875
1986,"ITC11",1100,373.67999267578125
1987,"ITC11",1100,201.9600067138672
1988,"ITC11",1100,330.4800109863281
1989,"ITC11",1100,392.0400085449219
1990,"ITC11",1100,293.760009765625
1991,"ITC11",1100,358.55999755859375
1992,"ITC11",1100,361.79998779296875
1993,"ITC11",1100,294.8399963378906
1994,"ITC11",1100,468.7200012207031
1995,"ITC11",1100,318.6000061035156
1996,"ITC11",1100,343.44000244140625
1997,"ITC11",1100,381.239990234375
1998,"ITC11",1100,341.2799987792969
1999,"ITC11",1100,347.760009765625
2000,"ITC11",1100,334.79998779296875
2001,"ITC11",1100,344.5199890136719
2002,"ITC11",1100,339.1199951171875
2003,"ITC11",1100,340.20001220703125
2004,"ITC11",1100,305.6400146484375
2005,"ITC11",1100,335.8800048828125
2006,"ITC11",1100,470.8800048828125
2007,"ITC11",1100,366.1199951171875
2008,"ITC11",1100,190.0800018310547
2009,"ITC11",1100,351
2010,"ITC11",1100,331.55999755859375
2011,"ITC11",1100,333.7200012207031
2012,"ITC11",1100,342.3599853515625
2013,"ITC11",1100,338.0400085449219
2014,"ITC11",1100,359.6400146484375
1961,"ITC11",1200,306.7200012207031
1962,"ITC11",1200,308.8800048828125
1963,"ITC11",1200,287.2799987792969
1964,"ITC11",1200,319.67999267578125
1965,"ITC11",1200,252.72000122070312
1966,"ITC11",1200,290.5199890136719
1967,"ITC11",1200,335.8800048828125
1968,"ITC11",1200,270
1969,"ITC11",1200,306.7200012207031
1970,"ITC11",1200,286.20001220703125
1971,"ITC11",1200,244.0800018310547
1972,"ITC11",1200,324
1973,"ITC11",1200,284.0400085449219
1974,"ITC11",1200,261.3599853515625
1975,"ITC11",1200,270
1976,"ITC11",1200,330.4800109863281
1977,"ITC11",1200,247.32000732421875
1978,"ITC11",1200,268.9200134277344
1979,"ITC11",1200,265.67999267578125
1980,"ITC11",1200,326.1600036621094
1981,"ITC11",1200,305.6400146484375
1982,"ITC11",1200,360.7200012207031
1983,"ITC11",1200,290.5199890136719
1984,"ITC11",1200,333.7200012207031
1985,"ITC11",1200,261.3599853515625
1986,"ITC11",1200,356.3999938964844
1987,"ITC11",1200,262.44000244140625
1988,"ITC11",1200,342.3599853515625
1989,"ITC11",1200,401.760009765625
1990,"ITC11",1200,284.0400085449219
1991,"ITC11",1200,336.9599914550781
1992,"ITC11",1200,292.67999267578125
1993,"ITC11",1200,326.1600036621094
1994,"ITC11",1200,363.9599914550781
1995,"ITC11",1200,313.20001220703125
1996,"ITC11",1200,288.3599853515625
1997,"ITC11",1200,335.8800048828125
1998,"ITC11",1200,340.20001220703125
1999,"ITC11",1200,318.6000061035156
2000,"ITC11",1200,317.5199890136719
2001,"ITC11",1200,325.0799865722656
2002,"ITC11",1200,289.44000244140625
2003,"ITC11",1200,272.1600036621094
2004,"ITC11",1200,353.1600036621094
2005,"ITC11",1200,317.5199890136719
2006,"ITC11",1200,402.8399963378906
2007,"ITC11",1200,342.3599853515625
2008,"ITC11",1200,248.39999389648438
2009,"ITC11",1200,340.20001220703125
2010,"ITC11",1200,347.760009765625
2011,"ITC11",1200,313.20001220703125
2012,"ITC11",1200,322.9200134277344
2013,"ITC11",1200,278.6400146484375
2014,"ITC11",1200,317.5199890136719
1961,"ITC11",1300,255.9600067138672
1962,"ITC11",1300,210.60000610351562
1963,"ITC11",1300,255.9600067138672
1964,"ITC11",1300,228.9600067138672
1965,"ITC11",1300,150.1199951171875
1966,"ITC11",1300,150.1199951171875
1967,"ITC11",1300,298.0799865722656
1968,"ITC11",1300,257.0400085449219
1969,"ITC11",1300,252.72000122070312
1970,"ITC11",1300,329.3999938964844
1971,"ITC11",1300,166.32000732421875
1972,"ITC11",1300,251.63999938964844
1973,"ITC11",1300,258.1199951171875
1974,"ITC11",1300,192.24000549316406
1975,"ITC11",1300,150.1199951171875
1976,"ITC11",1300,217.0800018310547
1977,"ITC11",1300,150.1199951171875
1978,"ITC11",1300,172.8000030517578
1979,"ITC11",1300,271.0799865722656
1980,"ITC11",1300,258.1199951171875
1981,"ITC11",1300,169.55999755859375
1982,"ITC11",1300,250.55999755859375
1983,"ITC11",1300,220.32000732421875
1984,"ITC11",1300,271.0799865722656
1985,"ITC11",1300,287.2799987792969
1986,"ITC11",1300,309.9599914550781
1987,"ITC11",1300,200.8800048828125
1988,"ITC11",1300,284.0400085449219
1989,"ITC11",1300,507.6000061035156
1990,"ITC11",1300,232.1999969482422
1991,"ITC11",1300,306.7200012207031
1992,"ITC11",1300,354.239990234375
1993,"ITC11",1300,327.239990234375
1994,"ITC11",1300,356.3999938964844
1995,"ITC11",1300,288.3599853515625
1996,"ITC11",1300,241.9199981689453
1997,"ITC11",1300,236.52000427246094
1998,"ITC11",1300,329.3999938964844
1999,"ITC11",1300,271.0799865722656
2000,"ITC11",1300,317.5199890136719
2001,"ITC11",1300,334.79998779296875
2002,"ITC11",1300,267.8399963378906
2003,"ITC11",1300,300.239990234375
2004,"ITC11",1300,288.3599853515625
2005,"ITC11",1300,327.239990234375
2006,"ITC11",1300,497.8800048828125
2007,"ITC11",1300,299.1600036621094
2008,"ITC11",1300,263.5199890136719
2009,"ITC11",1300,299.1600036621094
2010,"ITC11",1300,342.3599853515625
2011,"ITC11",1300,302.3999938964844
2012,"ITC11",1300,318.6000061035156
2013,"ITC11",1300,260.2799987792969
2014,"ITC11",1300,344.5199890136719
1961,"ITC11",1400,220.32000732421875
1962,"ITC11",1400,279.7200012207031
1963,"ITC11",1400,251.63999938964844
1964,"ITC11",1400,227.8800048828125
1965,"ITC11",1400,150.1199951171875
1966,"ITC11",1400,157.67999267578125
1967,"ITC11",1400,275.3999938964844
1968,"ITC11",1400,239.75999450683594
1969,"ITC11",1400,238.67999267578125
1970,"ITC11",1400,236.52000427246094
1971,"ITC11",1400,253.8000030517578
1972,"ITC11",1400,233.27999877929688
1973,"ITC11",1400,268.9200134277344
1974,"ITC11",1400,232.1999969482422
1975,"ITC11",1400,150.1199951171875
1976,"ITC11",1400,247.32000732421875
1977,"ITC11",1400,212.75999450683594
1978,"ITC11",1400,246.24000549316406
1979,"ITC11",1400,287.2799987792969
1980,"ITC11",1400,258.1199951171875
1981,"ITC11",1400,234.36000061035156
1982,"ITC11",1400,195.47999572753906
1983,"ITC11",1400,265.67999267578125
1984,"ITC11",1400,268.9200134277344
1985,"ITC11",1400,275.3999938964844
1986,"ITC11",1400,351
1987,"ITC11",1400,206.27999877929688
1988,"ITC11",1400,394.20001220703125
1989,"ITC11",1400,497.8800048828125
1990,"ITC11",1400,264.6000061035156
1991,"ITC11",1400,336.9599914550781
1992,"ITC11",1400,344.5199890136719
1993,"ITC11",1400,341.2799987792969
1994,"ITC11",1400,357.4800109863281
1995,"ITC11",1400,298.0799865722656
1996,"ITC11",1400,259.20001220703125
1997,"ITC11",1400,273.239990234375
1998,"ITC11",1400,340.20001220703125
1999,"ITC11",1400,303.4800109863281
2000,"ITC11",1400,294.8399963378906
2001,"ITC11",1400,346.67999267578125
2002,"ITC11",1400,327.239990234375
2003,"ITC11",1400,309.9599914550781
2004,"ITC11",1400,286.20001220703125
2005,"ITC11",1400,342.3599853515625
2006,"ITC11",1400,572.4000244140625
2007,"ITC11",1400,291.6000061035156
2008,"ITC11",1400,246.24000549316406
2009,"ITC11",1400,287.2799987792969
2010,"ITC11",1400,322.9200134277344
2011,"ITC11",1400,303.4800109863281
2012,"ITC11",1400,328.32000732421875
2013,"ITC11",1400,284.0400085449219
2014,"ITC11",1400,341.2799987792969
1961,"ITC11",1500,198.72000122070312
1962,"ITC11",1500,238.67999267578125
1963,"ITC11",1500,266.760009765625
1964,"ITC11",1500,159.83999633789062
1965,"ITC11",1500,150.1199951171875
1966,"ITC11",1500,150.1199951171875
1967,"ITC11",1500,239.75999450683594
1968,"ITC11",1500,233.27999877929688
1969,"ITC11",1500,182.52000427246094
1970,"ITC11",1500,164.16000366210938
1971,"ITC11",1500,172.8000030517578
1972,"ITC11",1500,177.1199951171875
1973,"ITC11",1500,253.8000030517578
1974,"ITC11",1500,218.16000366210938
1975,"ITC11",1500,150.1199951171875
1976,"ITC11",1500,207.36000061035156
1977,"ITC11",1500,150.1199951171875
1978,"ITC11",1500,208.44000244140625
1979,"ITC11",1500,264.6000061035156
1980,"ITC11",1500,212.75999450683594
1981,"ITC11",1500,152.27999877929688
1982,"ITC11",1500,168.47999572753906
1983,"ITC11",1500,226.8000030517578
1984,"ITC11",1500,286.20001220703125
1985,"ITC11",1500,255.9600067138672
1986,"ITC11",1500,357.4800109863281
1987,"ITC11",1500,152.27999877929688
1988,"ITC11",1500,237.60000610351562
1989,"ITC11",1500,446.0400085449219
1990,"ITC11",1500,211.67999267578125
1991,"ITC11",1500,299.1600036621094
1992,"ITC11",1500,347.760009765625
1993,"ITC11",1500,317.5199890136719
1994,"ITC11",1500,352.0799865722656
1995,"ITC11",1500,277.55999755859375
1996,"ITC11",1500,244.0800018310547
1997,"ITC11",1500,221.39999389648438
1998,"ITC11",1500,326.1600036621094
1999,"ITC11",1500,218.16000366210938
2000,"ITC11",1500,261.3599853515625
2001,"ITC11",1500,264.6000061035156
2002,"ITC11",1500,304.55999755859375
2003,"ITC11",1500,329.3999938964844
2004,"ITC11",1500,225.72000122070312
2005,"ITC11",1500,317.5199890136719
2006,"ITC11",1500,463.32000732421875
2007,"ITC11",1500,299.1600036621094
2008,"ITC11",1500,157.67999267578125
2009,"ITC11",1500,286.20001220703125
2010,"ITC11",1500,341.2799987792969
2011,"ITC11",1500,309.9599914550781
2012,"ITC11",1500,264.6000061035156
2013,"ITC11",1500,233.27999877929688
2014,"ITC11",1500,331.55999755859375
1961,"ITC11",1600,193.32000732421875
1962,"ITC11",1600,270
1963,"ITC11",1600,222.47999572753906
1964,"ITC11",1600,201.9600067138672
1965,"ITC11",1600,230.0399932861328
1966,"ITC11",1600,212.75999450683594
1967,"ITC11",1600,201.9600067138672
1968,"ITC11",1600,224.63999938964844
1969,"ITC11",1600,253.8000030517578
1970,"ITC11",1600,238.67999267578125
1971,"ITC11",1600,199.8000030517578
1972,"ITC11",1600,300.239990234375
1973,"ITC11",1600,222.47999572753906
1974,"ITC11",1600,246.24000549316406
1975,"ITC11",1600,150.1199951171875
1976,"ITC11",1600,206.27999877929688
1977,"ITC11",1600,214.9199981689453
1978,"ITC11",1600,235.44000244140625
1979,"ITC11",1600,301.32000732421875
1980,"ITC11",1600,245.16000366210938
1981,"ITC11",1600,286.20001220703125
1982,"ITC11",1600,150.1199951171875
1983,"ITC11",1600,286.20001220703125
1984,"ITC11",1600,276.4800109863281
1985,"ITC11",1600,217.0800018310547
1986,"ITC11",1600,332.6400146484375
1987,"ITC11",1600,150.1199951171875
1988,"ITC11",1600,295.9200134277344
1989,"ITC11",1600,374.760009765625
1990,"ITC11",1600,216
1991,"ITC11",1600,237.60000610351562
1992,"ITC11",1600,274.32000732421875
1993,"ITC11",1600,301.32000732421875
1994,"ITC11",1600,335.8800048828125
1995,"ITC11",1600,270
1996,"ITC11",1600,199.8000030517578
1997,"ITC11",1600,248.39999389648438
1998,"ITC11",1600,303.4800109863281
1999,"ITC11",1600,277.55999755859375
2000,"ITC11",1600,218.16000366210938
2001,"ITC11",1600,217.0800018310547
2002,"ITC11",1600,210.60000610351562
2003,"ITC11",1600,173.8800048828125
2004,"ITC11",1600,245.16000366210938
2005,"ITC11",1600,305.6400146484375
2006,"ITC11",1600,338.0400085449219
2007,"ITC11",1600,306.7200012207031
2008,"ITC11",1600,150.1199951171875
2009,"ITC11",1600,247.32000732421875
2010,"ITC11",1600,317.5199890136719
2011,"ITC11",1600,277.55999755859375
2012,"ITC11",1600,200.8800048828125
2013,"ITC11",1600,252.72000122070312
2014,"ITC11",1600,347.760009765625
1961,"ITC11",1700,207.36000061035156
1962,"ITC11",1700,239.75999450683594
1963,"ITC11",1700,291.6000061035156
1964,"ITC11",1700,250.55999755859375
1965,"ITC11",1700,152.27999877929688
1966,"ITC11",1700,201.9600067138672
1967,"ITC11",1700,257.0400085449219
1968,"ITC11",1700,263.5199890136719
1969,"ITC11",1700,302.3999938964844
1970,"ITC11",1700,311.0400085449219
1971,"ITC11",1700,170.63999938964844
1972,"ITC11",1700,264.6000061035156
1973,"ITC11",1700,321.8399963378906
1974,"ITC11",1700,245.16000366210938
1975,"ITC11",1700,151.1999969482422
1976,"ITC11",1700,183.60000610351562
1977,"ITC11",1700,244.0800018310547
1978,"ITC11",1700,308.8800048828125
1979,"ITC11",1700,260.2799987792969
1980,"ITC11",1700,285.1199951171875
1981,"ITC11",1700,191.16000366210938
1982,"ITC11",1700,180.36000061035156
1983,"ITC11",1700,312.1199951171875
1984,"ITC11",1700,281.8800048828125
1985,"ITC11",1700,263.5199890136719
1986,"ITC11",1700,281.8800048828125
1987,"ITC11",1700,298.0799865722656
1988,"ITC11",1700,315.3599853515625
1989,"ITC11",1700,338.0400085449219
1990,"ITC11",1700,286.20001220703125
1991,"ITC11",1700,285.1199951171875
1992,"ITC11",1700,292.67999267578125
1993,"ITC11",1700,300.239990234375
1994,"ITC11",1700,362.8800048828125
1995,"ITC11",1700,312.1199951171875
1996,"ITC11",1700,162
1997,"ITC11",1700,270
1998,"ITC11",1700,328.32000732421875
1999,"ITC11",1700,312.1199951171875
2000,"ITC11",1700,243
2001,"ITC11",1700,298.0799865722656
2002,"ITC11",1700,267.8399963378906
2003,"ITC11",1700,225.72000122070312
2004,"ITC11",1700,280.79998779296875
2005,"ITC11",1700,321.8399963378906
2006,"ITC11",1700,294.8399963378906
2007,"ITC11",1700,290.5199890136719
2008,"ITC11",1700,197.63999938964844
2009,"ITC11",1700,308.8800048828125
2010,"ITC11",1700,257.0400085449219
2011,"ITC11",1700,284.0400085449219
2012,"ITC11",1700,164.16000366210938
2013,"ITC11",1700,278.6400146484375
2014,"ITC11",1700,263.5199890136719
1961,"ITC11",1800,170.63999938964844
1962,"ITC11",1800,244.0800018310547
1963,"ITC11",1800,270
1964,"ITC11",1800,247.32000732421875
1965,"ITC11",1800,171.72000122070312
1966,"ITC11",1800,206.27999877929688
1967,"ITC11",1800,240.83999633789062
1968,"ITC11",1800,251.63999938964844
1969,"ITC11",1800,301.32000732421875
1970,"ITC11",1800,300.239990234375
1971,"ITC11",1800,150.1199951171875
1972,"ITC11",1800,289.44000244140625
1973,"ITC11",1800,293.760009765625
1974,"ITC11",1800,239.75999450683594
1975,"ITC11",1800,150.1199951171875
1976,"ITC11",1800,165.24000549316406
1977,"ITC11",1800,234.36000061035156
1978,"ITC11",1800,307.79998779296875
1979,"ITC11",1800,266.760009765625
1980,"ITC11",1800,295.9200134277344
1981,"ITC11",1800,222.47999572753906
1982,"ITC11",1800,150.1199951171875
1983,"ITC11",1800,315.3599853515625
1984,"ITC11",1800,273.239990234375
1985,"ITC11",1800,267.8399963378906
1986,"ITC11",1800,286.20001220703125
1987,"ITC11",1800,277.55999755859375
1988,"ITC11",1800,309.9599914550781
1989,"ITC11",1800,334.79998779296875
1990,"ITC11",1800,286.20001220703125
1991,"ITC11",1800,302.3999938964844
1992,"ITC11",1800,299.1600036621094
1993,"ITC11",1800,306.7200012207031
1994,"ITC11",1800,358.55999755859375
1995,"ITC11",1800,299.1600036621094
1996,"ITC11",1800,166.32000732421875
1997,"ITC11",1800,234.36000061035156
1998,"ITC11",1800,324
1999,"ITC11",1800,305.6400146484375
2000,"ITC11",1800,246.24000549316406
2001,"ITC11",1800,287.2799987792969
2002,"ITC11",1800,197.63999938964844
2003,"ITC11",1800,204.1199951171875
2004,"ITC11",1800,277.55999755859375
2005,"ITC11",1800,322.9200134277344
2006,"ITC11",1800,284.0400085449219
2007,"ITC11",1800,304.55999755859375
2008,"ITC11",1800,177.1199951171875
2009,"ITC11",1800,292.67999267578125
2010,"ITC11",1800,237.60000610351562
2011,"ITC11",1800,278.6400146484375
2012,"ITC11",1800,150.1199951171875
2013,"ITC11",1800,254.8800048828125
2014,"ITC11",1800,243
1961,"ITC11",1900,150.1199951171875
1962,"ITC11",1900,279.7200012207031
1963,"ITC11",1900,150.1199951171875
1964,"ITC11",1900,185.75999450683594
1965,"ITC11",1900,250.55999755859375
1966,"ITC11",1900,198.72000122070312
1967,"ITC11",1900,199.8000030517578
1968,"ITC11",1900,184.67999267578125
1969,"ITC11",1900,268.9200134277344
1970,"ITC11",1900,219.24000549316406
1971,"ITC11",1900,192.24000549316406
1972,"ITC11",1900,304.55999755859375
1973,"ITC11",1900,258.1199951171875
1974,"ITC11",1900,248.39999389648438
1975,"ITC11",1900,150.1199951171875
1976,"ITC11",1900,150.1199951171875
1977,"ITC11",1900,241.9199981689453
